Provider Number,Medicare Census,Medicaid Census,Other Census,Total Residents,Hospital Based,Ownership Type,Number of AIDS Beds,Number of Alzheimer's Disease Beds,Number of Dialysis Beds,Number of Disabled Children/Young Adult Beds,Number of Head Trauma Beds,Number of Hospice Beds,Number of Huntington's Disease Beds,Number of Ventilator Beds,Number of Other Specialized Rehab Beds,Overall Rating,Latitude,Longitude,low_rated
365379,1,176,30,207,No,For Profit - Individual,0,48,0,0,0,25,0,20,0,2.0,40.082,-82.976,1
365380,7,46,25,78,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.1214,-83.176,0
365381,3,111,12,126,No,For Profit - LLC,0,18,0,0,0,0,0,0,0,2.0,41.5982,-81.481,1
365387,4,32,7,43,No,For Profit - LLC,0,16,0,0,0,0,0,0,0,5.0,41.1734,-83.667,0
365388,2,140,24,166,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.4863,-81.713,0
365389,12,41,40,93,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.2645,-84.369,0
365392,3,96,11,110,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.4427,-81.819,1
365393,4,51,15,70,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,38.955,-82.57,0
365394,1,76,33,110,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,39.961,-82.026,1
365396,5,134,19,158,No,For Profit - Individual,0,42,20,0,0,0,0,0,0,1.0,39.3346,-84.531,1
365398,14,48,4,66,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,38.7414,-82.83,1
365399,10,17,37,64,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,40.0893,-82.938,0
365401,1,38,0,39,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.3629,-81.505,1
365402,18,55,0,73,No,For Profit - Corporation,0,18,0,0,0,6,0,0,0,4.0,40.9407,-81.125,0
365404,2,63,24,89,No,For Profit - LLC,0,22,0,0,0,0,0,0,0,2.0,40.414,-82.466,1
365405,15,22,16,53,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,40.8251,-84.324,0
365406,2,12,95,109,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.0029,-81.595,0
365407,12,36,11,59,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,40.9813,-84.193,0
365408,7,63,12,82,No,For Profit - Corporation,0,24,0,0,0,0,0,0,0,3.0,40.3108,-83.114,0
365410,7,63,20,90,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,40.0651,-83.098,1
365411,4,42,20,66,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,41.6001,-80.571,0
365412,3,66,12,81,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,41.2473,-80.828,1
365416,2,9,18,29,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,39.9755,-83.011,0
365417,8,45,2,55,No,For Profit - LLC,0,0,0,0,0,0,0,10,0,1.0,40.5145,-81.453,1
365418,2,61,6,69,No,For Profit - LLC,0,17,0,0,0,0,0,11,0,2.0,41.3594,-83.087,1
365421,4,62,8,74,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.0978,-82.893,1
365422,5,44,45,94,No,For Profit - Individual,0,16,0,0,0,0,0,0,0,5.0,39.8375,-84.42,0
365423,0,43,37,80,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.0789,-84.369,0
365424,2,74,14,90,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,39.8963,-83.833,0
365425,9,63,33,105,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.0482,-82.453,1
365426,2,60,20,82,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.9443,-83.279,0
365427,0,57,17,74,No,For Profit - Corporation,0,14,0,0,0,7,0,0,0,3.0,39.2719,-84.252,0
365428,2,44,15,61,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,41.0064,-81.702,0
365429,2,39,21,62,No,For Profit - Corporation,0,25,0,0,0,0,0,0,0,4.0,40.275,-81.591,0
365430,4,56,10,70,No,For Profit - LLC,0,13,1,0,1,3,0,0,0,3.0,41.2341,-82.616,0
365431,2,24,15,41,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,39.0928,-82.535,0
365432,2,86,11,99,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.3433,-81.785,1
365433,28,93,0,121,No,For Profit - Corporation,0,47,0,0,0,0,0,0,0,3.0,41.1178,-80.708,0
365435,2,77,19,98,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,39.5366,-82.395,0
365436,19,80,18,117,No,Non-Profit - Church Related,0,21,0,0,0,0,0,0,0,1.0,39.9775,-82.862,1
365437,4,50,13,67,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.1448,-83.747,1
365440,4,64,26,94,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,40.0457,-82.442,0
365441,5,50,3,58,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.9514,-80.592,1
365443,5,27,78,110,No,For Profit - Corporation,0,26,0,0,0,0,0,0,0,4.0,39.1884,-84.26,0
365444,10,25,18,53,No,Non-Profit - Church Related,0,0,0,0,0,0,0,0,0,4.0,38.7575,-82.98,0
365445,1,63,12,76,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,39.1352,-84.46,0
365446,9,62,28,99,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,39.0584,-83.019,0
365447,9,42,21,72,No,For Profit - LLC,0,20,0,0,0,0,0,5,0,4.0,41.2911,-84.372,0
365448,7,39,21,67,No,For Profit - LLC,0,0,0,0,0,0,0,8,0,4.0,40.1167,-84.616,0
365450,1,59,6,66,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,39.0963,-81.996,1
365452,1,29,9,39,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,41.2483,-81.845,0
365453,18,60,4,82,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,41.6373,-83.454,0
365455,3,57,30,90,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.1231,-84.574,0
365456,5,58,21,84,No,For Profit - LLC,0,20,0,0,0,0,0,0,0,4.0,39.6186,-82.937,0
365457,3,83,11,97,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,39.5029,-84.371,0
365458,9,40,25,74,No,Government - County,0,0,0,0,0,0,0,0,0,3.0,41.3568,-83.66,0
365460,0,52,6,58,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.1226,-80.662,0
365461,2,37,8,47,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,39.5516,-81.631,1
365462,0,41,2,43,No,For Profit - LLC,0,0,0,0,0,0,0,7,0,4.0,39.1581,-84.622,0
365466,14,83,25,122,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.0344,-82.443,1
365469,1,81,14,96,No,For Profit - Corporation,0,0,0,0,0,0,0,43,13,5.0,39.0775,-84.139,0
365470,2,19,14,35,No,Non-Profit - Nonprofit Corporation,0,17,0,0,0,0,0,0,0,5.0,39.1968,-84.549,0
365474,2,74,20,96,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,39.7612,-82.668,1
365475,6,47,5,58,No,For Profit - Individual,0,12,0,0,0,0,0,0,0,2.0,40.7406,-82.527,1
365476,0,60,1,61,No,For Profit - Partnership,0,34,0,0,0,0,0,0,0,1.0,39.1948,-84.405,1
365478,7,54,20,81,No,For Profit - Corporation,0,32,0,0,0,0,0,0,0,4.0,40.8157,-83.284,0
365480,1,75,9,85,No,For Profit - Corporation,0,26,0,0,0,0,0,0,21,5.0,39.0752,-84.39,0
365481,5,35,28,68,No,For Profit - Corporation,0,17,0,0,0,0,0,0,0,2.0,40.0989,-82.43,1
365482,2,54,31,87,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.7223,-81.526,1
365483,8,40,8,56,No,For Profit - Corporation,0,22,0,0,0,0,0,0,0,2.0,40.1095,-84.352,1
365485,16,43,17,76,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.0457,-82.455,1
365487,2,50,30,82,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,41.5679,-81.529,0
365488,1,51,9,61,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.631,-83.646,1
365489,2,16,47,65,No,For Profit - Partnership,0,30,0,0,0,0,0,0,0,2.0,41.4982,-82.934,1
365492,3,44,19,66,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.7147,-81.291,0
365493,21,99,119,239,No,For Profit - Individual,0,56,0,0,0,0,0,0,0,5.0,39.6546,-84.157,0
365494,1,36,38,75,No,Non-Profit - Nonprofit Corporation,0,17,0,0,0,0,0,0,0,3.0,40.8973,-81.578,0
365495,2,31,12,45,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.5767,-84.604,1
365496,3,25,16,44,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,39.7551,-81.113,0
365497,5,56,15,76,No,For Profit - Corporation,0,20,0,0,0,0,0,0,0,2.0,39.6979,-84.099,1
365498,6,22,22,50,No,Government - County,0,26,0,0,0,0,0,0,0,3.0,41.5337,-83.138,0
365504,6,18,27,51,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,40.0675,-83.019,0
365505,8,25,11,44,No,For Profit - Corporation,0,12,0,0,0,0,0,0,0,5.0,40.1218,-84.613,0
365506,12,20,11,43,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,40.3162,-84.206,0
365508,4,61,19,84,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,41.2807,-82.218,0
365510,11,36,21,68,No,Non-Profit - Nonprofit Corporation,0,21,0,0,0,0,0,0,0,1.0,41.3529,-83.146,1
365514,4,86,20,110,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,39.9569,-83.786,1
365515,1,62,12,75,No,For Profit - Corporation,0,0,0,0,0,0,0,32,0,3.0,39.6964,-84.248,0
365517,4,57,13,74,No,For Profit - Corporation,0,6,0,0,0,0,0,43,0,4.0,41.2369,-82.631,0
365520,3,71,14,88,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.4198,-81.539,1
365521,9,39,60,108,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,40.8905,-81.402,1
365523,12,41,21,74,No,For Profit - LLC,0,0,0,0,0,0,0,28,0,1.0,41.6355,-83.482,1
365527,2,22,9,33,No,For Profit - Corporation,0,0,12,0,0,0,0,24,0,3.0,39.9477,-83.823,0
365529,1,45,2,48,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,39.1468,-84.495,1
365530,2,90,3,95,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,39.1023,-84.65,1
365532,1,40,24,65,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,40.1156,-84.626,1
365533,1,15,19,35,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,5.0,41.4182,-81.926,0
365535,7,49,24,80,No,For Profit - LLC,0,20,0,0,0,0,0,0,0,3.0,41.5426,-83.598,0
365538,8,17,18,43,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,39.7968,-83.893,0
365539,6,70,10,86,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.2641,-80.775,1
365541,23,41,17,81,No,For Profit - LLC,0,15,0,0,0,0,0,0,0,2.0,41.0743,-83.658,1
365545,6,3,50,59,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,5.0,41.1148,-80.767,0
365550,5,15,39,59,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.4382,-82.242,0
365551,8,100,5,113,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.2207,-84.538,0
365552,15,25,6,46,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,39.2907,-83.984,0
365554,1,70,10,81,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,5.0,39.3785,-84.504,0
365555,7,54,20,81,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.2289,-80.526,1
365556,11,53,11,75,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,39.6069,-82.924,0
365557,2,54,10,66,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,39.7388,-84.633,1
365558,2,65,3,70,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,39.3796,-84.521,0
365559,5,40,5,50,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,40.071,-80.78,1
365560,17,1,22,40,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,40.0878,-83.11,1
365562,1,64,17,82,No,For Profit - Corporation,0,30,0,0,0,0,0,0,0,3.0,39.1887,-84.357,0
365563,3,27,24,54,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.9813,-81.772,1
365564,7,87,10,104,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,38.5128,-82.656,0
365566,5,41,10,56,No,For Profit - Corporation,0,17,0,0,0,0,0,0,0,2.0,40.3937,-84.371,1
365567,6,40,37,83,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,41.5812,-81.549,0
365570,0,51,7,58,No,For Profit - Corporation,0,0,0,0,0,0,0,0,21,5.0,41.4471,-84.753,0
365571,10,20,15,45,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,41.4469,-83.454,1
365572,3,20,53,76,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,39.9238,-82.884,1
365574,8,46,58,112,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,40.9118,-81.019,0
365575,7,29,0,36,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.1445,-83.397,0
365576,20,53,14,87,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,39.3311,-82.951,0
365577,8,48,0,56,No,For Profit - LLC,0,4,6,1,0,9,1,0,0,2.0,40.2296,-83.366,1
365578,4,41,16,61,No,For Profit - Corporation,0,18,0,0,0,0,0,0,0,4.0,39.7015,-82.209,0
365579,3,27,10,40,No,For Profit - Corporation,0,22,0,0,0,0,0,2,0,4.0,40.5842,-81.094,0
365580,2,29,10,41,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,41.0253,-80.682,0
365581,19,14,27,60,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,41.6183,-81.424,0
365584,9,59,10,78,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,38.8024,-82.983,0
365585,1,80,11,92,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,38.9235,-83.042,1
365586,5,63,3,71,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,38.7779,-83.563,0
365587,5,46,39,90,No,For Profit - LLC,0,24,0,0,0,0,0,0,0,3.0,38.8471,-82.259,0
365588,5,25,13,43,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.2149,-81.808,0
365589,2,70,6,78,No,For Profit - Corporation,0,25,0,0,0,0,0,12,0,2.0,39.3616,-82.124,1
365591,7,61,11,79,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.7853,-81.699,1
365592,2,41,7,50,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,39.3009,-83.978,0
365594,1,47,5,53,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.5811,-81.569,1
365595,4,58,4,66,No,For Profit - Individual,0,25,0,0,0,0,0,0,0,2.0,39.5557,-84.296,1
365597,2,63,32,97,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,39.3372,-82.995,1
365598,1,59,18,78,No,For Profit - Corporation,0,24,0,0,0,0,0,0,0,3.0,39.6504,-84.241,0
365600,1,34,4,39,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,40.7304,-84.032,1
365601,4,58,7,69,No,For Profit - LLC,0,18,0,0,0,0,0,0,0,2.0,39.7016,-83.929,1
365603,5,59,14,78,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,39.1303,-84.6,1
365604,13,70,8,91,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,40.9004,-81.22,0
365605,4,33,7,44,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,3.0,40.2273,-83.372,0
365606,4,24,7,35,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.1652,-83.553,1
365607,5,61,11,77,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.1476,-84.208,1
365608,0,135,3,138,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,41.3714,-81.853,0
365611,3,66,14,83,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.1032,-82.919,1
365612,5,43,36,84,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.7426,-81.498,0
365615,2,55,20,77,No,For Profit - Corporation,0,0,0,0,0,0,0,10,0,3.0,40.3639,-83.779,0
365616,5,57,34,96,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.698,-84.141,0
365617,3,56,16,75,No,For Profit - LLC,0,13,20,0,0,0,0,26,0,3.0,41.4785,-83.757,0
365618,12,50,14,76,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,40.5747,-83.078,0
365619,2,58,14,74,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.812,-82.992,1
365620,7,74,12,93,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,38.4059,-82.531,0
365621,11,41,19,71,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,39.2207,-83.605,0
365623,0,62,20,82,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,41.4393,-82.235,0
365624,0,39,11,50,No,For Profit - Corporation,0,5,2,0,0,2,0,0,7,2.0,41.5656,-83.535,1
365625,4,45,17,66,No,For Profit - Corporation,0,16,0,0,0,0,0,0,0,4.0,40.7861,-82.959,0
365626,1,19,13,33,No,For Profit - Corporation,0,0,0,0,0,0,0,16,0,2.0,39.6399,-84.102,1
365627,1,49,19,69,No,For Profit - Corporation,0,20,0,0,0,0,0,0,0,2.0,39.8796,-84.14,1
365628,11,25,56,92,No,Non-Profit - Nonprofit Corporation,0,19,0,0,0,0,0,0,14,5.0,39.1674,-84.292,0
365629,5,68,1,74,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.3733,-80.724,1
365632,7,47,4,58,No,For Profit - Corporation,1,20,0,0,2,8,0,0,0,4.0,40.5434,-81.915,0
365633,0,97,11,108,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.0848,-81.435,1
365634,2,53,13,68,No,For Profit - Corporation,0,24,0,0,0,0,0,0,0,2.0,40.9144,-81.138,1
365636,6,44,22,72,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.8722,-82.76,0
365638,9,50,22,81,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,41.7464,-80.757,0
365639,12,49,33,94,No,For Profit - Corporation,0,26,0,0,0,0,0,0,0,5.0,41.4265,-82.336,0
365640,4,56,13,73,No,For Profit - LLC,0,15,0,0,0,0,0,0,0,3.0,39.6337,-84.248,0
365642,6,38,24,68,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,4.0,41.8828,-80.79,0
365643,4,63,10,77,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,5.0,38.7365,-82.998,0
365644,1,17,70,88,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,39.8492,-82.814,1
365645,1,41,32,74,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,2.0,41.392,-82.019,1
365646,19,35,25,79,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,40.8614,-82.277,0
365648,2,3,50,55,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,39.5399,-84.353,0
365652,5,25,27,57,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.2956,-84.393,0
365654,25,53,11,89,No,For Profit - Individual,0,0,0,0,0,0,0,6,0,5.0,41.069,-80.744,0
365655,8,131,13,152,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.7983,-81.377,1
365656,5,24,15,44,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,41.0859,-82.409,0
365658,1,80,2,83,No,For Profit - Corporation,0,18,0,0,0,0,0,6,0,2.0,41.82,-81.044,1
365661,4,85,27,116,No,For Profit - Corporation,0,28,0,0,0,0,0,0,0,2.0,41.3153,-81.653,1
365663,10,30,17,57,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,41.5134,-83.364,0
365665,19,50,6,75,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,40.7984,-81.492,0
365666,4,30,4,38,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,40.5175,-83.935,0
365667,2,49,22,73,No,For Profit - LLC,0,15,0,0,0,0,0,0,0,1.0,41.1332,-81.856,1
365668,20,28,18,66,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,41.2264,-82.602,0
365669,8,47,22,77,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,39.0737,-82.575,0
365670,1,60,6,67,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.5615,-81.55,0
365671,10,12,10,32,No,Non-Profit - Church Related,0,0,0,0,0,0,0,0,0,5.0,40.1325,-83.022,0
365672,4,47,55,106,No,For Profit - Partnership,0,0,0,0,0,0,0,8,0,2.0,41.2012,-80.721,1
365673,9,45,16,70,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.9224,-83.069,0
365674,3,56,10,69,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,40.7201,-81.114,1
365675,4,44,24,72,No,For Profit - Corporation,0,0,14,0,0,5,0,4,0,1.0,39.196,-84.252,1
365676,2,12,38,52,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,40.3007,-83.096,1
365679,3,42,19,64,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.5482,-83.419,0
365680,5,24,14,43,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,41.2959,-84.747,0
365681,2,57,4,63,No,For Profit - LLC,0,18,0,0,0,0,0,31,0,3.0,41.381,-83.318,0
365684,7,54,18,79,No,For Profit - Corporation,0,23,0,0,0,0,0,0,0,3.0,39.9657,-83.767,0
365685,14,67,52,133,No,For Profit - Individual,0,24,0,0,0,0,0,0,0,5.0,41.3834,-82.056,0
365686,2,74,18,94,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,39.9346,-83.11,1
365687,17,78,29,124,No,For Profit - Corporation,0,0,0,0,0,0,0,21,0,2.0,39.4218,-81.451,1
365689,6,49,6,61,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.1212,-81.638,1
365690,9,56,7,72,No,For Profit - Corporation,0,16,0,0,0,0,0,26,0,3.0,39.432,-84.188,0
365691,15,79,3,97,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,41.644,-81.346,0
365693,5,63,34,102,No,For Profit - Corporation,0,15,0,0,0,0,0,0,0,4.0,39.1197,-84.656,0
365694,2,49,11,62,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,39.3515,-82.975,1
365695,2,47,19,68,No,For Profit - Corporation,0,25,0,0,0,0,0,0,0,3.0,40.9674,-81.698,0
365696,4,23,49,76,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,40.0695,-80.914,1
365699,4,22,26,52,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,40.0193,-80.778,0
365702,8,36,26,70,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.3708,-81.833,0
365704,4,66,12,82,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.622,-83.596,1
365705,1,52,7,60,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,41.3581,-81.529,1
365706,8,101,72,181,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.3688,-81.735,0
365707,1,51,3,55,No,For Profit - LLC,0,0,0,0,0,0,0,3,0,4.0,41.1327,-81.639,0
365708,1,62,3,66,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,40.979,-80.662,0
365711,6,57,21,84,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,41.5808,-81.223,0
365712,13,72,23,108,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,39.2914,-84.371,0
365713,2,7,43,52,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,41.6983,-81.275,0
365714,16,58,38,112,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,39.6275,-84.14,0
365715,1,50,25,76,No,For Profit - Corporation,0,99,0,0,0,0,0,0,0,2.0,40.9147,-80.687,1
365716,0,16,43,59,No,For Profit - Partnership,0,0,0,0,0,0,0,0,0,5.0,39.7692,-84.207,0
365717,5,66,8,79,No,For Profit - LLC,0,0,0,0,0,0,0,22,0,1.0,40.1069,-83.163,1
365718,7,60,4,71,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.2338,-81.335,1
365720,0,93,32,125,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.1698,-81.409,1
365721,8,37,16,61,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,38.9922,-82.062,0
365722,5,77,52,134,No,For Profit - Corporation,0,148,0,0,0,0,0,0,0,3.0,39.6444,-84.229,0
365727,10,98,40,148,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,40.9886,-81.498,0
365730,0,10,55,65,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,41.5852,-81.537,0
365731,6,42,2,50,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,41.3899,-81.796,1
365732,21,55,4,80,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,41.0939,-80.711,0
365733,25,11,38,74,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,39.1311,-84.465,1
365734,1,101,44,146,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,39.2088,-84.404,1
365735,4,67,28,99,No,Non-Profit - Nonprofit Corporation,0,24,0,0,0,0,0,0,0,4.0,40.0915,-84.224,0
365737,9,52,15,76,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,41.5955,-83.655,1
365738,0,57,10,67,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,39.3079,-84.496,1
365739,6,47,54,107,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,41.124,-81.44,0
365740,2,49,3,54,No,For Profit - LLC,0,34,0,0,0,0,0,0,0,3.0,41.2981,-82.97,0
365741,16,71,22,109,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,4.0,41.8835,-80.698,0
